Year,Make,Model,Condition,Price,SellerName,SellerRating,StreetName,State,ExteriorColor,MinMPG,MaxMPG,FuelType,Mileage
2021,Toyota,C-HR LE,Used,29990,Magnussen's Toyota Palo Alto,4.8,690 San Antonio Rd Palo Alto,CA,Gray,27,31,Gasoline,13314
2020,Nissan,Rogue SV,Used,24585,Hertz Car Sales Roseville,3.6,701 Riverside Ave Roseville,CA,Black,25,32,Gasoline,46852
2020,Nissan,Rogue S,Used,26488,Liberty GMC,4.8,8660 W. Bell Rd. Peoria,AZ,Caspian Blue Metallic,26,33,Gasoline,19086
2020,Nissan,Rogue Sport S,Used,21300,Hertz Car Sales Scottsdale,3.9,7300 E McDowell Rd Scottsdale,AZ,Nitro Lime,25,32,Gasoline,48402
2017,Hyundai,Tucson Limited,Used,27765,AutoNation Honda Chandler,4.8,1150 S Gilbert Rd Chandler,AZ,Mojave Sand,25,30,Gasoline,22492
2018,Tesla,Model S 75D,Used,58189,EchoPark Automotive Salt Lake City Delivery Center,3,3638 South State St Salt Lake City,UT,Pearl White Multi,102,105,Electric,46271
2019,Honda,CR-V EX-L,Honda Certified,34957,Honda of  Seattle,4.6,2005 Airport Way S Seattle,WA,Crystal Black Pearl,27,33,Gasoline,24011
2019,Honda,CR-V EX-L,Honda Certified,32120,David McDavid Honda of Frisco,4.5,1601 N. Dallas Pkwy Frisco,TX,Platinum White Pearl,28,34,Gasoline,20027
2021,BMW,X3 sDrive30i,Used,45041,Bert Ogden BMW,4.5,3201 N 10th St McAllen,TX,Dark Graphite,25,29,Gasoline,22575
2019,Buick,Encore Preferred,Used,19973,Miller Motors,5,1196 Milwaukee Ave Burlington,WI,Ebony Twilight Metallic,25,30,Gasoline,63169
2016,Kia,Forte LX,Used,12995,Kia of Bradley,3.5,1010 Tighe Drive Bradley,IL,Red,26,39,Gasoline,108939
2017,Honda,Civic EX,Used,19995,Your Choice Autos Waukegan,4,2741 Belvidere Rd Waukegan,IL,Gray,31,40,Gasoline,102164
2017,Subaru,Outback 2.5i Premium,Used,21951,Lance Cunningham Ford,4.7,4101 Clinton Hwy Knoxville,TN,Lapis Blue Pearl,25,32,Gasoline,86655
2019,Chevrolet,Equinox 2LT,Used,23980,Mark Chevrolet,4.9,33200 Michigan Ave Wayne,MI,Gray,26,32,Gasoline,12330
2021,Toyota,Camry SE,Toyota Certified,33930,Warrenton Toyota,4.8,6449 Lee Hwy Warrenton,VA,Gray,25,34,Gasoline,3377
2021,Toyota,Corolla SE,Toyota Certified,25887,Toyota of Melbourne,4.6,24 N Harbor City Blvd Melbourne,FL,CELESTITE,31,40,Gasoline,32138
2020,Hyundai,Kona Ultimate,Used,29500,Safford Hyundai of Springfield,4.6,7615 Loisdale Rd Springfield,VA,Ultra Black,26,29,Gasoline,16138
2022,Tesla,Model 3 Long Range,Used,66399,Koons Clarksville Chevy Buick GMC,4.5,12421 Auto Dr Clarksville,MD,Midnight Silver Metallic,134,126,Electric,359
2020,Toyota,Corolla SE,Toyota Certified,27614,Gateway Toyota,4.6,395 Rt 37e & Batchelor St Toms River,NJ,Blizzard Pearl,31,40,Gasoline,18523
2019,Honda,CR-V EX,Used,32500,Grieco Honda,4.2,1880 Hartford Ave Johnston,RI,Lunar Silver Metallic,27,33,Gasoline,12532
2019,Subaru,Crosstrek 2.0i Premium,Used,27698,Car Pros Honda El Monte,4.5,3464 Peck Rd El Monte,CA,Dark Gray Metallic,27,33,Gasoline,36427
2018,Tesla,Model 3 Performance,Used,58998,Pikes Peak Acura,3.8,655 Automotive Dr Colorado Springs,CO,Pearl White Multi,120,112,Electric,49583
2019,Buick,Encore Essence,Used,21154,Hertz Car Sales Seattle,4.5,14500 1st Ave S Seattle,WA,Red,25,30,Gasoline,47107
2019,Tesla,Model 3 Standard Range Plus,Used,50999,"OttoSource, Corp.",4.4,2682 Forest Ln Dallas,TX,Black,140,124,Electric,34560
2021,Toyota,Camry SE,Used,28689,EchoPark Automotive Birmingham,4.9,2001 Tom Williams Way Birmingham,AL,Midnight Black Metallic,28,39,Gasoline,39772
2019,Honda,CR-V EX-L,Used,30398,Suburban Honda,4.7,25100 Haggerty Road Farmington Hills,MI,Sandstorm Metallic,27,33,Gasoline,34829
2019,Honda,CR-V EX,Honda Certified,28793,Germain Honda of Dublin,4.8,6715 Sawmill Rd Dublin,OH,Lunar Silver Metallic,27,33,Gasoline,34212
2018,Honda,Accord EX-L,Honda Certified,31995,Hendrick Honda,4.8,8901 South Blvd Charlotte,NC,Lunar Silver Metallic,30,38,Gasoline,40535
2020,Toyota,RAV4 XLE,Used,31713,Dyer Kia,4.7,23280 US-27 Lake Wales,FL,Gray,28,35,Gasoline,33730
2020,BMW,X3 sDrive30i,BMW Certified,40337,Leith BMW,4.9,5603 Capital Blvd Raleigh,NC,Dark Graphite,25,29,Gasoline,35787
2019,Nissan,Rogue S,Used,25919,Hertrich Chevrolet of Denton,4.9,1123 Industrial St Denton,MD,Magnetic Black,25,32,Gasoline,32577
2019,Honda,CR-V EX-L,Honda Certified,31980,Burns Honda,4.8,325 NJ-73 Marlton,NJ,Crystal Black Pearl,27,33,Gasoline,39708
2019,Toyota,Camry XSE,Toyota Certified,29688,Penn Toyota,4.6,2400 Northern Blvd Greenvale,NY,Gray,28,39,Gasoline,25249
2019,BMW,330 i xDrive,BMW Certified,38571,BMW of Shrewsbury,3.6,770 Boston Turnpike Shrewsbury,MA,Glacier Silver Metallic,25,34,Gasoline,31044
2019,Subaru,Forester Premium,Used,28764,Off Lease Auto Mall,4,2 Keller Street Manchester,NH,Dark Gray Metallic,26,33,Gasoline,37645
2016,Subaru,Outback 2.5i Premium,Used,21292,AutoNation Subaru Scottsdale,4.7,15678 N Northsight Blvd Scottsdale,AZ,White,25,33,Gasoline,81296
2019,Honda,CR-V EX-L,Honda Certified,33394,South Tacoma Honda,4.7,7802 S Tacoma Way Tacoma,WA,Platinum White Pearl,27,33,Gasoline,48627
2018,Toyota,RAV4 Hybrid XLE,Toyota Certified,37000,Toyota of Lake City,4,13355 Lake City Way NE Seattle,WA,Magnetic Gray Metallic,34,30,Hybrid,45548
2020,Lexus,UX 250h Base,Used,39400,Auto Merchants Inc.,3.9,4464 W Plano Pkwy Plano,TX,Eminent White Pearl,41,38,Hybrid,1295
2020,Nissan,Rogue SL,Used,32193,Reliable Chevrolet,4.3,3655 S Campbell Ave Springfield,MO,Brilliant Silver Metallic,25,32,Gasoline,12033
2021,Ford,Mustang Mach-E Premium,Used,66495,White Bear Lincoln,4.6,3425 N. Highway 61 White Bear Lake,MN,Gray,100,86,Electric,3304
2019,Subaru,Crosstrek 2.0i Limited,Used,30480,AutoNation Ford White Bear Lake,4.4,1493 Co Rd E East White Bear Lake,MN,Dark Gray Metallic,27,33,Gasoline,21776
2020,Toyota,RAV4 XLE,Toyota Certified,30971,Fred Anderson Toyota of Asheville,4,777 Brevard Rd Asheville,NC,Super White,27,33,Gasoline,64055
2019,Honda,CR-V EX-L,Used,31733,Great Lakes Honda,4.7,43 Pruitt Blvd Akron,OH,Lunar Silver Metallic,27,33,Gasoline,17256
2020,Toyota,RAV4 LE,Used,29802,Crown Nissan,4.9,5151 34th St N St. Petersburg,FL,Blue,27,35,Gasoline,39677
2019,Honda,CR-V EX,Used,31234,Garber Honda,4.8,3925 W Henrietta Rd Rochester,NY,Modern Steel Metallic,27,33,Gasoline,13110
2019,Honda,CR-V EX-L,Honda Certified,32735,Honda of Chantilly,4.6,4175 Stonecroft Blvd Chantilly,VA,Modern Steel Metallic,27,33,Gasoline,36214
2018,Subaru,Forester 2.5i Premium,Subaru Certified,26911,Faulkner Subaru of Harrisburg,4.8,3233 Paxton Street Harrisburg,PA,Crystal Black Pearl,26,32,Gasoline,31450
2020,Toyota,Corolla LE,Used,18491,Car Factory Outlet Hollywood,4.2,5200 South State Road 7 Fort Lauderdale,FL,Barcelona Red Metallic,30,38,Gasoline,49057
2020,Hyundai,Kona SE,Used,18991,Car Factory Outlet,4,709 NW 42nd Ave Miami,FL,Chalk White,27,33,Gasoline,49512
2019,BMW,330 i,BMW Certified,32999,Stevens Creek BMW,4.4,4343 Stevens Creek Blvd Santa Clara,CA,Black,26,36,Gasoline,37300
2020,Tesla,Model 3 Performance,Used,61988,Livermore Ford Lincoln,4.5,2266 Kitty Hawk Rd Livermore,CA,Red Multi,118,107,Gasoline,30157
2019,Chevrolet,Trax LT,Chevrolet Certified,21885,AutoNation Chevrolet Arrowhead,4.5,9055 W Bell Rd Peoria,AZ,Nightfall Gray Metallic,26,31,Gasoline,23466
2017,Buick,Encore Preferred,Used,13900,Best Western Motors,4.4,1819 S. 7th St Phoenix,AZ,Silver,25,33,Gasoline,31844
2020,Tesla,Model Y Performance,Used,72893,AutoNation Ford Scottsdale,4.3,8555 E Frank Lloyd Wright Blvd Scottsdale,AZ,Red Multi,116,106,Electric,14379
2019,Honda,CR-V EX,Used,30474,Emich Volkswagen,4.7,350 S Sante Fe Dr Denver,CO,White,27,33,Gasoline,49699
2019,Honda,CR-V EX-L,Honda Certified,33394,South Tacoma Honda,4.7,7802 S Tacoma Way Tacoma,WA,Platinum White Pearl,27,33,Gasoline,48627
2019,Honda,Civic EX,Honda Certified,29100,Honda of Fort Worth,4.8,3400 W Loop 820 S Fort Worth,TX,Modern Steel Metallic,31,40,Gasoline,7869
2016,Subaru,Crosstrek 2.0i Premium,Used,21900,Thornhill Motor Company,2.9,4116 Hodgkins Rd Lake Worth,TX,Crystal Black Silica,26,34,Gasoline,31788
2020,Toyota,RAV4 LE,Used,31380,Vandergriff Honda,4.6,1104 West I-20 Arlington,TX,Ruby Flare Pearl,27,35,Gasoline,45741
2019,Honda,CR-V EX-L,Used,30998,Walser Honda,4.7,14800 Buck Hill Rd Burnsville,MN,Crystal Black Pearl,27,33,Gasoline,31012
2019,Honda,CR-V EX-L,Honda Certified,30795,Luther Brookdale Honda,4.6,6800 Brooklyn Blvd Minneapolis,MN,Modern Steel Metallic,27,33,Gasoline,32173
2019,Honda,CR-V EX,Honda Certified,35599,Mungenast St. Louis Honda,4.9,5939 S Lindbergh Blvd Saint Louis,MO,Sandstorm Metallic,27,33,Gasoline,11617
2021,Tesla,Model Y Long Range,Used,71976,Mall of Georgia MINI,4.9,3751 Buford Dr NE Buford,GA,Deep Blue Metallic,131,117,Electric,12100
2019,Honda,CR-V EX,Used,30896,Marion Chrysler Dodge Jeep Ram,4.7,44 Worley Rd. Marion,NC,Molten Lava,27,33,Gasoline,37525
2013,Mazda,Mazda3 i Touring,Used,16995,Carolina Family Motors,4.3,2722 Charlotte Hwy Mooresville,NC,Velocity Red Mica,28,40,Gasoline,45258
2021,BMW,330 i,Used,41595,Lexus of Tampa Bay,4.7,5804 N Dale Mabry Highway Tampa,FL,Jet Black,26,36,Gasoline,14815
2019,Subaru,Outback 2.5i Limited,Subaru Certified,33995,Romano Subaru,4,960 Hiawatha Blvd Syracuse,NY,Crystal Black Silica,25,32,Gasoline,39907
2019,Honda,CR-V EX-L,Honda Certified,29760,Braman Honda of Palm Beach,4.9,5200 Lake Worth Rd Greenacres,FL,Modern Steel Metallic,28,34,Gasoline,21344
2020,Toyota,Camry SE,Toyota Certified,25977,Palm Beach Toyota,4.7,200 S Congress Ave West Palm Beach,FL,Galactic Aqua,28,39,Gasoline,34374
2020,Toyota,Camry LE,Toyota Certified,32000,Toyota Hyundai of Southern Maryland,4.7,22500 Three Notch Rd Lexington Park,MD,Galactic Aqua,25,34,Gasoline,16188
2020,Toyota,Corolla SE,Used,25995,Mercedes-Benz of Pembroke Pines,4.6,14199 Pines Blvd Pembroke Pines,FL,Black Sand Pearl,31,40,Gasoline,37746
2020,Toyota,Corolla LE,Used,18491,Car Factory Outlet Hollywood,4.2,5200 South State Road 7 Fort Lauderdale,FL,Barcelona Red Metallic,30,38,Gasoline,49057
2019,BMW,330 i xDrive,Used,32995,Three County Volkswagen,4.6,701 Riverside Ave Lyndhurst,NJ,Black,25,34,Gasoline,49347
2019,Subaru,Crosstrek 2.0i Premium,Used,27813,Carbone Subaru of Troy,4.8,800 Hoosick Rd Troy,NY,Cool Gray Khaki,27,33,Gasoline,34192
2019,Honda,CR-V EX,Used,31968,Herb Chambers Honda of Seekonk,4.8,185 Taunton Avenue Seekonk,MA,Modern Steel Metallic,27,33,Gasoline,19015
2019,Toyota,RAV4 Limited,Used,37389,Huntington Beach Chrysler Dodge Jeep Ram,4.1,16555 Beach Blvd Huntington Beach,CA,Midnight Black,25,33,Gasoline,18857
2020,Tesla,Model Y Long Range,Used,66779,Tracy Volkswagen,3.5,2605 Auto Plaza Way Tracy,CA,Pearl White Multi,127,114,Electric,43613
2020,BMW,X3 sDrive30i,BMW Certified,37680,Chapman BMW on Camelback,4.8,830 E Camelback Rd Phoenix,AZ,Alpine White,25,29,Gasoline,48382
2021,Tesla,Model Y Long Range,Used,71586,Mark Kia ,4.4,3333 N 89th St Scottsdale,AZ,Pearl White Multi,131,117,Electric,22694
2019,Mazda,CX-5 Grand Touring,Used,28992,Mark Mazda,4.5,3875 N 89th St Scottsdale,AZ,Soul Red Crystal Metallic,25,31,Gasoline,30858
2021,BMW,330 i,Used,39489,EchoPark Automotive Dallas,4.8,2615 I-20 Frontage Rd Grand Prairie,TX,Black Sapphire Metallic,26,36,Gasoline,24740
2020,BMW,X3 sDrive30i,Used,37480,Autos of Dallas,4.3,4472 W Plano Pkwy Plano,TX,Jet Black,25,29,Gasoline,36293
2020,Nissan,Rogue SV,Used,25759,Courtesy Nissan,4.2,1777 N Central Expy Richardson,TX,Gun Metallic,25,32,Gasoline,49658
2020,Toyota,Camry SE,Used,30913,Sport City Toyota,3.9,12650 Lyndon B Johnson Fwy Dallas,TX,Ice,28,39,Gasoline,44449
2021,Mazda,CX-5 Grand Touring,Used,31795,Douglass Mazda,4.7,3100 Briarcrest Drive Bryan,TX,Snowflake White Pearl,25,31,Gasoline,35482
2017,Honda,CR-V EX-L,Honda Certified,32450,Jay Wolfe Honda,4.8,220 W 103rd St KCMO,MO,Crystal Black Pearl,27,33,Gasoline,42181
2019,BMW,330 i xDrive,BMW Certified,41380,BMW of Minnetonka,4.8,15802 Wayzata Blvd Minnetonka,MN,Black Sapphire Metallic,25,34,Gasoline,18997
2019,Honda,CR-V EX,Honda Certified,30195,Luther Brookdale Honda,4.6,6800 Brooklyn Blvd Minneapolis,MN,Lunar Silver Metallic,27,33,Gasoline,11167
2021,Toyota,Corolla LE,Used,24623,Fred Anderson Toyota of Asheville,4,777 Brevard Rd Asheville,NC,Classic Silver,30,38,Gasoline,16689
2019,Honda,CR-V EX-L,Honda Certified,30884,Leith Honda,4.9,3940 Capital Hills Drive Raleigh,NC,Modern Steel Metallic,28,34,Gasoline,43859
2012,Toyota,Camry SE,Used,13785,Hampstead Pre-Owned,4.8,1111 S Main St Hampstead,MD,Silver,25,35,Gasoline,93692
2021,Kia,Seltos S,Kia Certified,25546,Rick Case Kia,4.3,14500 W Sunrise Blvd Sunrise,FL,Gravity Gray,29,34,Gasoline,22142
2021,Hyundai,Sonata SEL Plus,Used,31691,Rick Case Hyundai Davie,4.7,3550 Weston Rd Davie,FL,Phantom Black,27,37,Gasoline,15043
2012,Chevrolet,Cruze LT w/1LT,Used,6250,Sitterly's Quality Auto Sales Inc.,4.2,7826 State Hwy 5 St. Johnsville,NY,Red,26,38,Gasoline,81859
2019,Honda,CR-V EX-L,Used,30892,Paul Miller Honda,4.7,1170 Bloomfield Ave West Caldwell,NJ,Platinum White Pearl,27,33,Gasoline,16823
2019,Subaru,Outback 2.5i Limited,Used,27998,Planet Subaru,4.5,596 Washington Street Hanover,MA,Crystal White Pearl,25,32,Gasoline,44021
2020,Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,40595,Mercedes-Benz of San Jose,4.6,3000 E Capitol Expy San Jose,CA,Polar White,25,35,Gasoline,13588
2020,Tesla,Model Y Long Range,Used,69990,Marin Acura,4.9,5860 Paradise Dr Corte Madera,CA,Black,127,114,Electric,39151
2019,BMW,330 i xDrive,Used,37995,BMW of Murray,4.7,4735 S State St Murray,UT,Gray,25,34,Gasoline,39718
2020,Subaru,Outback Limited,Subaru Certified,36988,Austin Subaru,4.8,8100 Burnet Rd Austin,TX,Magnetite Gray Metallic,26,33,Gasoline,48121
2020,Chevrolet,Malibu LT,Used,23529,Friendly Chevrolet,4.3,2754 N Stemmons Fwy Dallas,TX,Stone Gray Metallic,29,36,Gasoline,45414
2021,Toyota,RAV4 LE,Toyota Certified,30000,Rochester Toyota,4.8,4365 Canal Pl SE Rochester,MN,Ruby Flare Pearl,27,34,Gasoline,41256
2021,Toyota,Camry SE,Used,29889,EchoPark Automotive St. Louis,5,18491 Outlet blvd Chesterfield Chesterfield,MO,Midnight Black Metallic,28,39,Gasoline,33627
2020,Toyota,Camry SE,Toyota Certified,32040,Wolfchase Toyota,4.4,2201 N Germantown Pkwy Cordova,TN,Black,28,39,Gasoline,15294
2019,Toyota,Corolla LE,Used,18498,Bohn Ford,4.7,3737 Lapalco Blvd Harvey,LA,Galactic Aqua,28,36,Gasoline,42397
2019,Honda,CR-V EX-L,Used,30908,Gerald Honda of Matteson,4.8,5505 Auto Court Matteson,IL,Modern Steel Metallic,27,33,Gasoline,32063
2019,Honda,CR-V EX-L,Used,33279,Honda of Fishers,4.9,13661 Britton Park Rd Fishers,IN,Lunar Silver Metallic,27,33,Gasoline,20414
2021,Kia,K5 GT-Line,Used,32391,Southtowne Hyundai Riverdale,3.9,7665 Highway 85 Riverdale,GA,Sapphire Blue,26,34,Gasoline,33282
2019,Honda,CR-V EX-L,Honda Certified,31495,Page Honda of Bloomfield,4.6,1819 S Telegraph Rd Bloomfield Hills,MI,Gunmetal Metallic,27,33,Gasoline,20580
2019,Subaru,Outback 2.5i Limited,Used,31950,Germain Subaru of Columbus,4.2,1395 Automall Dr Columbus,OH,Crystal White Pearl,25,32,Gasoline,38226
2015,MINI,Hardtop Cooper,Used,15900,Performance Chrysler Jeep Dodge RAM,4.3,1130 Automall Dr Columbus,OH,Electric Blue Metallic,29,40,Gasoline,77270
2019,Nissan,Rogue Sport SV,Used,26500,Scott Clark Toyota,4.7,13052 Marie Garris Rd Matthews,NC,Gun Metallic,25,32,Gasoline,12533
2019,Honda,Civic Sport,Used,25979,Sir Walter Chevrolet,4.3,8501 Glenwood Ave Raleigh,NC,–,29,37,Gasoline,31895
2019,Volkswagen,Jetta 1.4T S,Volkswagen Certified,22379,Stohlman Volkswagen Subaru,4.8,8433 Leesburg Pike Vienna,VA,Pure White,30,40,Gasoline,34558
2017,Honda,CR-V Touring,Used,28664,Mercedes-Benz of Tysons Corner,4.5,8545 Leesburg Pike Vienna,VA,Gunmetal Metallic,27,33,Gasoline,42943
2019,Honda,CR-V EX-L,Used,36091,Herson's Kia,4.4,15525 Frederick Rd Rockville,MD,Modern Steel Metallic,27,33,Gasoline,22408
2015,Toyota,Corolla S Plus,Used,17995,Buy Right Inc. Preowned Auto Sales,4.5,500 John F Kennedy Blvd W Union City,NJ,Black,29,37,Gasoline,41670
2019,Honda,CR-V EX,Honda Certified,31427,Honda of Watertown,4.7,816 Straits Tpke Watertown,CT,Modern Steel Metallic,27,33,Gasoline,17586
2018,Tesla,Model 3 Long Range,Used,55998,BMW of San Francisco,4.4,1675 Howard St San Francisco,CA,Red Multi,120,112,Electric,19199
2020,Nissan,Rogue Sport S,Used,21750,Hertz Car Sales Phoenix Bell Rd,4.8,1133 W Bell Rd Phoenix,AZ,Gun Metallic,25,32,Gasoline,48935
2018,Subaru,Crosstrek 2.0i Premium,Used,27179,Tonkin Gladstone Hyundai,4.8,19300 SE McLoughlin Blvd Gladstone,OR,Crystal White Pearl,27,33,Gasoline,41192
2019,Honda,CR-V EX-L,Honda Certified,34643,Ron Tonkin Honda,4.8,300 Se 122nd Ave Portland,OR,Crystal Black Pearl,27,33,Gasoline,24598
2016,Ford,Focus SE,Used,5900,Lone Star Auto,4,536 S Mill St Lewisville,TX,Gray,26,36,E85 Flex Fuel,133755
2021,Mercedes-Benz,A-Class A 220,Used,39998,CarMax Texas Stadium (Irving) - Now offering Curbside Pickup and Home Delivery,3.4,3100 Spur 482 Irving,TX,Gray,25,36,Gasoline,10844
2017,Tesla,Model X 90D,Used,74991,AutoNation Chrysler Dodge Jeep Ram Spring,4.5,21027 I-45 Spring,TX,White,90,94,Electric,63522
2020,Toyota,RAV4 LE,Toyota Certified,32992,Inver Grove Toyota,4.8,1037 50th Street East Inver Grove Heights,MN,Blue Flame,27,34,Gasoline,12523
2018,Chevrolet,Equinox Premier w/1LZ,Used,26123,Stoops Automotive Group,4.9,4055 W Clara Ln Muncie,IN,Mosaic Black Metallic,26,32,Gasoline,50177
2019,Mazda,CX-5 Grand Touring,Used,29389,EchoPark Automotive Greenville,4.6,2930 Laurens Rd Greenville,SC,Machine Gray Metallic,25,31,Gasoline,37984
2021,Mercedes-Benz,GLA 250 Base,Mercedes-Benz Certified,43493,Mercedes-Benz of Augusta,4.7,3061 Washington Rd Augusta,GA,Metallic,25,34,Gasoline,15911
2020,Toyota,Corolla LE,Used,18500,Auto Boutique,4.8,10100 Atlantic BLVD Jacksonville,FL,Gray,30,38,Gasoline,28033
2019,Toyota,RAV4 LE,Toyota Certified,30000,Koons Tysons Toyota,4.4,8610 Leesburg Pike Vienna,VA,Ruby Flare Pearl,25,33,Gasoline,13385
2020,Chevrolet,Trax LS,Used,18490,Bomnin Chevrolet Dadeland,4.8,8455 South Dixie Hwy. Miami,FL,Summit White,26,31,Gasoline,10180
2019,Nissan,Rogue SL,Nissan Certified,27800,Nissan of Yorktown Heights,4.2,3495 Old Crompond Rd Yorktown Heights,NY,Gun Metallic,25,32,Gasoline,19690
2019,Honda,CR-V EX-L,Honda Certified,30863,Honda of New Rochelle,4.8,25 E. Main Street New Rochelle,NY,Modern Steel Metallic,27,33,Gasoline,22777
2019,Honda,CR-V EX-L,Used,30985,DELLA Mitsubishi,4.6,7 Della Dr Plattsburgh,NY,Platinum White Pearl,27,33,Gasoline,28160
2019,Honda,CR-V EX-L,Honda Certified,32715,Silko Honda,4.8,1580 New State Hwy Rt. 44 Raynham,MA,Platinum White Pearl,27,33,Gasoline,15801
2020,Honda,Civic Sport,Used,27000,Honda of Fort Worth,4.8,3400 W Loop 820 S Fort Worth,TX,Modern Steel Metallic,29,36,Gasoline,12623
2019,Honda,Civic LX,Used,23250,Honda of Fort Worth,4.8,3400 W Loop 820 S Fort Worth,TX,Molten Lava Pearl,30,38,Gasoline,32370
2020,Toyota,RAV4 Limited,Used,39495,Vandergriff Honda,4.6,1104 West I-20 Arlington,TX,Magnetic Gray Metallic,25,33,Gasoline,18095
2021,Kia,Forte LXS,Used,22498,Clay Cooley Chrysler Dodge Jeep,4.1,1261 E Airport Fwy Irving,TX,Silky Silver,29,40,Gasoline,35112
2021,Honda,CR-V EX,Used,37982,Roper Honda,4.7,902 N Rangeline Rd Joplin,MO,Gray,28,34,Gasoline,12416
2018,Subaru,Forester 2.5i Limited,Used,28998,Walser Subaru St. Paul,3.9,740 Concord St. S St. Paul,MN,Quartz Blue Pearl,26,32,Gasoline,33262
2019,Honda,CR-V EX-L,Used,31997,Wilde Toyota,4.8,3225 S 108th St West Allis,WI,Black,27,33,Gasoline,33594
2021,Toyota,RAV4 LE,Used,34993,Nashville Toyota North,4.4,2400 Gallatin Pike N Nashville,TN,Midnight Black Metallic,27,34,Gasoline,12229
2018,BMW,328d xDrive,Used,32997,Century Automotive,2.1,3800 University Dr NW Huntsville,AL,Mineral Gray Metallic,30,40,Diesel,30498
2019,Honda,CR-V EX-L,Honda Certified,33712,Crown Cadillac Buick Honda,4.7,196 Regent Blvd. Holland,MI,Modern Steel Metallic,27,33,Gasoline,23695
2020,GMC,Terrain SLT,GMC Certified,30995,Vyletel Buick - GMC - Volkswagen,3.9,40555 Van Dyke Sterling Heights,MI,Graphite Gray Metallic,25,28,Gasoline,32284
2019,Subaru,Outback 2.5i Limited,Used,29524,Ricart Used Car Factory,4.7,4255 S Hamilton Rd Groveport,OH,White,25,32,Gasoline,50216
2017,Kia,Forte LX,Used,18590,Tarheel Auto Sales,5,404 Main St W Locust,NC,Titanium Bronze,29,38,Gasoline,41065
2020,Tesla,Model X Long Range,Used,98488,Rolls-Royce Motor Cars Raleigh,4.6,5401 Capital Blvd Raleigh,NC,–,99,93,Electric,44087
2019,BMW,Z4 sDrive30i,Used,46500,BMW of Sterling,4.5,21710 Auto World Cir Sterling,VA,Metallic,25,32,Gasoline,23504
2019,Tesla,Model 3 Long Range,Used,53700,Koons Woodbridge Hyundai,3.9,1880 Opitz Blvd Woodbridge,VA,Black,120,112,Electric,39040
2019,Subaru,Crosstrek 2.0i Limited,Used,31988,Blaise Alexander Subaru,4.9,933 Broad St Montoursville,PA,Crystal White Pearl,27,33,Gasoline,10940
2020,Acura,MDX Sport Hybrid 3.0L w/Technology Package,Used,48999,CarVision of Maple Shade,4.8,2791 Route 73 South Maple Shade,NJ,Black,26,27,Hybrid,18168
2019,Honda,Civic LX,Used,23999,DCH Honda of Nanuet,4.7,10 Rte. 304 Nanuet,NY,UNKNOWN,30,38,Gasoline,19455
2020,Nissan,Rogue SV,Nissan Certified,29931,Team Nissan,4.7,70 Keller St Manchester,NH,Brilliant Silver Metallic,25,32,Gasoline,12781
2019,Tesla,Model 3 Long Range,Used,56799,Camelback Toyota,4.3,1550 E Camelback Rd Phoenix,AZ,Black,120,112,Electric,35467
2019,Toyota,RAV4 LE,Used,32018,Mark Kia ,4.4,3333 N 89th St Scottsdale,AZ,Black,26,35,Gasoline,17652
2019,Audi,e-tron Premium Plus,Used,62990,Audi Beaverton,4.8,13745 SW Tualatin Valley Hwy Beaverton,OR,Mythos Black Metallic,74,73,Electric,18169
2017,Chevrolet,Cruze LS,Used,13995,North Texas Autos,3,1023 Dallas Dr Denton,TX,Black,30,40,Gasoline,47937
2019,Mazda,CX-5 Grand Touring,Used,29500,Silver Star Motorcars,4.2,19353 Preston Rd Dallas,TX,Deep Crystal Blue Mica,25,31,Gasoline,13602
2017,Honda,CR-V EX-L,Used,25977,Hendrick Chevrolet Shawnee Mission,4.5,8300 Shawnee Mission Pkwy Merriam,KS,White Diamond Pearl,27,33,Gasoline,86043
2016,Kia,Forte LX,Used,17995,St. Charles Nissan Hyundai,4.8,5625 Veterans Memorial Pkwy St Peters,MO,Crimson Red Metallic,26,39,Gasoline,19222
2020,Ford,Escape SEL,Used,31997,AutoNation Ford Wolfchase,4.6,7925 Stage Rd Memphis,TN,Agate Black Metallic,27,33,Gasoline,21651
2019,Subaru,Crosstrek 2.0i Premium,Used,26584,Bob Rohrman Subaru,4.5,1600 S Creasy Ln Lafayette,IN,Ice Silver Metallic,27,33,Gasoline,45549
